"@timestamp","process.name","process.memory.pct","system.process.memory.rss.bytes","process.cpu.pct"
"Aug 27, 2021 @ 03:55:52.176","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 03:55:52.176","CefSharp.BrowserSubprocess.exe","0.6%","95.8MB","0.2%"
"Aug 27, 2021 @ 03:55:52.176","firefox.exe","1.5%","239.1MB","0.2%"
"Aug 27, 2021 @ 03:55:52.176","SearchApp.exe","1.7%","273.4MB","0%"
"Aug 27, 2021 @ 03:55:52.176","firefox.exe","1.4%","223.5MB","0%"
"Aug 27, 2021 @ 03:55:42.183","texstudio.exe","1.5%","248.7MB","2.7%"
"Aug 27, 2021 @ 03:55:42.183","explorer.exe","0.9%","149.9MB","0.8%"
"Aug 27, 2021 @ 03:55:42.183","svchost.exe","0.1%","8.9MB","0.3%"
"Aug 27, 2021 @ 03:55:42.183","SearchFilterHost.exe","0.1%","15.9MB","0.3%"
"Aug 27, 2021 @ 03:55:42.183","dwm.exe","1.5%","242.7MB","0.2%"
"Aug 27, 2021 @ 03:55:42.183","SearchApp.exe","1.7%","273.4MB","0%"
"Aug 27, 2021 @ 03:55:42.183","firefox.exe","1.5%","235.3MB","0%"
"Aug 27, 2021 @ 03:55:42.183","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:55:32.175","firefox.exe","1.5%","235.3MB","1.1%"
"Aug 27, 2021 @ 03:55:32.175","texstudio.exe","1.7%","270.1MB","0.3%"
"Aug 27, 2021 @ 03:55:32.175","svchost.exe","0.1%","8.9MB","0.1%"
"Aug 27, 2021 @ 03:55:32.175","metricbeat.exe","0.4%","64.8MB","0.1%"
"Aug 27, 2021 @ 03:55:32.175","lsass.exe","0.1%","22.8MB","0%"
"Aug 27, 2021 @ 03:55:32.175","SearchApp.exe","1.7%","273.4MB","0%"
"Aug 27, 2021 @ 03:55:32.175","xelatex.exe","1.5%",239MB,"0%"
"Aug 27, 2021 @ 03:55:32.175","dwm.exe","1.4%","226.8MB","0%"
"Aug 27, 2021 @ 03:55:22.181","texstudio.exe","1.7%",270MB,"2.4%"
"Aug 27, 2021 @ 03:55:22.181","dwm.exe","1.4%","226.8MB","0.3%"
"Aug 27, 2021 @ 03:55:22.181","metricbeat.exe","0.4%","65.2MB","0.2%"
"Aug 27, 2021 @ 03:55:22.181","Razer Central.exe","0.8%","129.4MB","0.1%"
"Aug 27, 2021 @ 03:55:22.181","CefSharp.BrowserSubprocess.exe","0.6%","95.7MB","0.1%"
"Aug 27, 2021 @ 03:55:22.181","SearchApp.exe","1.7%","273.7MB","0%"
"Aug 27, 2021 @ 03:55:22.181","firefox.exe","1.4%",235MB,"0%"
"Aug 27, 2021 @ 03:55:22.181","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:55:12.176","texstudio.exe","1.7%",270MB,"1.9%"
"Aug 27, 2021 @ 03:55:12.176","sqlservr.exe","1.3%","212.1MB","1.3%"
"Aug 27, 2021 @ 03:55:12.176","svchost.exe","0.1%","8.9MB","0.3%"
"Aug 27, 2021 @ 03:55:12.176","dwm.exe","1.4%","226.8MB","0.3%"
"Aug 27, 2021 @ 03:55:12.176","metricbeat.exe","0.4%",65MB,"0.1%"
"Aug 27, 2021 @ 03:55:12.176","SearchApp.exe","1.7%","273.7MB","0%"
"Aug 27, 2021 @ 03:55:12.176","firefox.exe","1.4%",235MB,"0%"
"Aug 27, 2021 @ 03:55:12.176","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:55:02.184","texstudio.exe","1.7%",270MB,"0.9%"
"Aug 27, 2021 @ 03:55:02.184","mspaint.exe","0.7%","112.5MB","0.6%"
"Aug 27, 2021 @ 03:55:02.184","dwm.exe","1.4%","227.2MB","0.6%"
"Aug 27, 2021 @ 03:55:02.184","explorer.exe","0.8%","131.7MB","0.4%"
"Aug 27, 2021 @ 03:55:02.184","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 03:55:02.184","SearchApp.exe","1.7%","273.8MB","0%"
"Aug 27, 2021 @ 03:55:02.184","firefox.exe","1.4%",235MB,"0%"
"Aug 27, 2021 @ 03:55:02.184","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:54:52.190","mspaint.exe","0.7%","113.1MB","2%"
"Aug 27, 2021 @ 03:54:52.190","dwm.exe","1.4%","227.3MB","0.5%"
"Aug 27, 2021 @ 03:54:52.190","CefSharp.BrowserSubprocess.exe","0.6%","95.7MB","0.2%"
"Aug 27, 2021 @ 03:54:52.190","metricbeat.exe","0.4%","64.6MB","0.2%"
"Aug 27, 2021 @ 03:54:52.190","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 03:54:52.190","SearchApp.exe","1.7%","273.8MB","0%"
"Aug 27, 2021 @ 03:54:52.190","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:54:52.190","firefox.exe","1.4%",235MB,"0%"
"Aug 27, 2021 @ 03:54:52.190","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:54:42.180","mspaint.exe","0.5%","82.7MB","3%"
"Aug 27, 2021 @ 03:54:42.180","dwm.exe","1.4%","226.4MB","0.5%"
"Aug 27, 2021 @ 03:54:42.180","metricbeat.exe","0.4%","65.6MB","0.3%"
"Aug 27, 2021 @ 03:54:42.180","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 03:54:42.180","Razer Synapse 3.exe","0.9%",153MB,"0.2%"
"Aug 27, 2021 @ 03:54:42.180","SearchApp.exe","1.7%","273.8MB","0%"
"Aug 27, 2021 @ 03:54:42.180","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:54:42.180","firefox.exe","1.4%","234.7MB","0%"
"Aug 27, 2021 @ 03:54:42.180","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:54:32.183","mspaint.exe","0.5%","82.6MB","1.3%"
"Aug 27, 2021 @ 03:54:32.183","CefSharp.BrowserSubprocess.exe","0.6%","95.7MB","0.3%"
"Aug 27, 2021 @ 03:54:32.183","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 03:54:32.183","Razer Synapse 3.exe","0.9%","152.9MB","0.2%"
"Aug 27, 2021 @ 03:54:32.183","Razer Central.exe","0.8%","129.4MB","0.2%"
"Aug 27, 2021 @ 03:54:32.183","SearchApp.exe","1.7%","273.8MB","0%"
"Aug 27, 2021 @ 03:54:32.183","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:54:32.183","firefox.exe","1.4%","234.7MB","0%"
"Aug 27, 2021 @ 03:54:32.183","dwm.exe","1.4%","226.4MB","0.2%"
"Aug 27, 2021 @ 03:54:32.183","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:54:22.183","mspaint.exe","0.5%","82.5MB","1.5%"
"Aug 27, 2021 @ 03:54:22.183","dwm.exe","1.4%","226.4MB","0.3%"
"Aug 27, 2021 @ 03:54:22.183","CefSharp.BrowserSubprocess.exe","0.6%","95.7MB","0.2%"
"Aug 27, 2021 @ 03:54:22.183","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 03:54:22.183","metricbeat.exe","0.4%","65.2MB","0.1%"
"Aug 27, 2021 @ 03:54:22.183","SearchApp.exe","1.7%","273.8MB","0%"
"Aug 27, 2021 @ 03:54:22.183","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:54:22.183","firefox.exe","1.4%","234.7MB","0%"
"Aug 27, 2021 @ 03:54:22.183","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:54:12.176","mspaint.exe","0.5%","82.5MB","2.4%"
"Aug 27, 2021 @ 03:54:12.176","sqlservr.exe","1.3%",212MB,"1.1%"
"Aug 27, 2021 @ 03:54:12.176","RazerCentralService.exe","0.5%","77.8MB","0.3%"
"Aug 27, 2021 @ 03:54:12.176","dwm.exe","1.4%","226.4MB","0.3%"
"Aug 27, 2021 @ 03:54:12.176","svchost.exe","0.1%","8.9MB","0.3%"
"Aug 27, 2021 @ 03:54:12.176","SearchApp.exe","1.7%","273.8MB","0%"
"Aug 27, 2021 @ 03:54:12.176","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:54:12.176","firefox.exe","1.4%","234.8MB","0%"
"Aug 27, 2021 @ 03:54:12.176","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:54:02.176","mspaint.exe","0.5%","82.5MB","2.5%"
"Aug 27, 2021 @ 03:54:02.176","dwm.exe","1.4%","226.4MB","0.4%"
"Aug 27, 2021 @ 03:54:02.176","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 03:54:02.176","sqlservr.exe","1.3%","212.1MB","0.1%"
"Aug 27, 2021 @ 03:54:02.176","CefSharp.BrowserSubprocess.exe","0.6%","95.7MB","0.1%"
"Aug 27, 2021 @ 03:54:02.176","SearchApp.exe","1.7%","273.8MB","0%"
"Aug 27, 2021 @ 03:54:02.176","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:54:02.176","firefox.exe","1.4%","234.8MB","0%"
"Aug 27, 2021 @ 03:54:02.176","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:53:52.187","mspaint.exe","0.5%","82.5MB","2.2%"
"Aug 27, 2021 @ 03:53:52.187","dwm.exe","1.4%","226.4MB","0.5%"
"Aug 27, 2021 @ 03:53:52.187","metricbeat.exe","0.4%","64.6MB","0.2%"
"Aug 27, 2021 @ 03:53:52.187","svchost.exe","0.1%","8.9MB","0.1%"
"Aug 27, 2021 @ 03:53:52.187","CefSharp.BrowserSubprocess.exe","0.6%","95.7MB","0.1%"
"Aug 27, 2021 @ 03:53:52.187","SearchApp.exe","1.7%","273.8MB","0%"
"Aug 27, 2021 @ 03:53:52.187","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:53:52.187","firefox.exe","1.4%","234.8MB","0%"
"Aug 27, 2021 @ 03:53:52.187","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:53:42.180","mspaint.exe","0.5%","82.4MB","2.8%"
"Aug 27, 2021 @ 03:53:42.180","dwm.exe","1.4%","226.4MB","0.3%"
"Aug 27, 2021 @ 03:53:42.180","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 03:53:42.180","metricbeat.exe","0.4%",65MB,"0.1%"
"Aug 27, 2021 @ 03:53:42.180","Razer Central.exe","0.8%","129.5MB","0.1%"
"Aug 27, 2021 @ 03:53:42.180","SearchApp.exe","1.7%","273.8MB","0%"
"Aug 27, 2021 @ 03:53:42.180","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:53:42.180","firefox.exe","1.4%","234.6MB","0%"
"Aug 27, 2021 @ 03:53:42.180","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:53:32.190","mspaint.exe","0.5%","82.4MB","3%"
"Aug 27, 2021 @ 03:53:32.190","dwm.exe","1.4%","226.4MB","0.4%"
"Aug 27, 2021 @ 03:53:32.190","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 03:53:32.190","metricbeat.exe","0.4%","64.4MB","0.1%"
"Aug 27, 2021 @ 03:53:32.190","WmiPrvSE.exe","0.1%","14.4MB","0.1%"
"Aug 27, 2021 @ 03:53:32.190","SearchApp.exe","1.7%","273.8MB","0%"
"Aug 27, 2021 @ 03:53:32.190","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:53:32.190","firefox.exe","1.4%","234.7MB","0%"
"Aug 27, 2021 @ 03:53:32.190","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:53:22.190","mspaint.exe","0.5%","82.4MB","1.9%"
"Aug 27, 2021 @ 03:53:22.190","dwm.exe","1.4%","226.4MB","0.4%"
"Aug 27, 2021 @ 03:53:22.190","svchost.exe","0.1%",9MB,"0.2%"
"Aug 27, 2021 @ 03:53:22.190","Razer Central.exe","0.8%","129.5MB","0.1%"
"Aug 27, 2021 @ 03:53:22.190","nvcontainer.exe","0.3%","49.2MB","0.1%"
"Aug 27, 2021 @ 03:53:22.190","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:53:22.190","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:53:22.190","firefox.exe","1.4%","234.7MB","0%"
"Aug 27, 2021 @ 03:53:22.190","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:53:12.183","mspaint.exe","0.5%","82.2MB","2.8%"
"Aug 27, 2021 @ 03:53:12.183","svchost.exe","0.9%","140.9MB","2.5%"
"Aug 27, 2021 @ 03:53:12.183","dwm.exe","1.4%","226.4MB","0.4%"
"Aug 27, 2021 @ 03:53:12.183","metricbeat.exe","0.4%","64.3MB","0.2%"
"Aug 27, 2021 @ 03:53:12.183","svchost.exe","0.1%",9MB,"0.2%"
"Aug 27, 2021 @ 03:53:12.183","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:53:12.183","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:53:12.183","firefox.exe","1.4%","234.7MB","0%"
"Aug 27, 2021 @ 03:53:12.183","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:53:02.176","sqlservr.exe","1.2%","194.6MB","2.1%"
"Aug 27, 2021 @ 03:53:02.176","mspaint.exe","0.5%",82MB,"1.9%"
"Aug 27, 2021 @ 03:53:02.176","svchost.exe","0.3%","44.3MB","0.7%"
"Aug 27, 2021 @ 03:53:02.176","dwm.exe","1.4%","226.4MB","0.4%"
"Aug 27, 2021 @ 03:53:02.176","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 03:53:02.176","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:53:02.176","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:53:02.176","firefox.exe","1.4%","234.7MB","0%"
"Aug 27, 2021 @ 03:53:02.176","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:52:52.180","mspaint.exe","0.5%","81.9MB","2.1%"
"Aug 27, 2021 @ 03:52:52.180","dwm.exe","1.4%","226.4MB","0.3%"
"Aug 27, 2021 @ 03:52:52.180","CefSharp.BrowserSubprocess.exe","0.6%","95.6MB","0.2%"
"Aug 27, 2021 @ 03:52:52.180","svchost.exe","0.1%","8.7MB","0.2%"
"Aug 27, 2021 @ 03:52:52.180","metricbeat.exe","0.4%","65.1MB","0.2%"
"Aug 27, 2021 @ 03:52:52.180","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:52:52.180","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:52:52.180","firefox.exe","1.4%","234.7MB","0%"
"Aug 27, 2021 @ 03:52:52.180","firefox.exe","1.4%","223.1MB","0%"
"Aug 27, 2021 @ 03:52:42.188","mspaint.exe","0.5%","78.2MB","2.3%"
"Aug 27, 2021 @ 03:52:42.188","dwm.exe","1.4%","226.4MB","0.5%"
"Aug 27, 2021 @ 03:52:42.188","svchost.exe","0.1%","8.7MB","0.2%"
"Aug 27, 2021 @ 03:52:42.188","CefSharp.BrowserSubprocess.exe","0.6%","95.6MB","0.2%"
"Aug 27, 2021 @ 03:52:42.188","metricbeat.exe","0.4%","64.8MB","0.1%"
"Aug 27, 2021 @ 03:52:42.188","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:52:42.188","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:52:42.188","firefox.exe","1.4%","234.9MB","0%"
"Aug 27, 2021 @ 03:52:42.188","firefox.exe","1.4%",223MB,"0%"
"Aug 27, 2021 @ 03:52:32.175","mspaint.exe","0.5%","74.7MB","2.4%"
"Aug 27, 2021 @ 03:52:32.175","dwm.exe","1.4%","226.4MB","0.4%"
"Aug 27, 2021 @ 03:52:32.175","svchost.exe","0.1%","8.7MB","0.2%"
"Aug 27, 2021 @ 03:52:32.175","CefSharp.BrowserSubprocess.exe","0.6%","95.6MB","0.2%"
"Aug 27, 2021 @ 03:52:32.175","metricbeat.exe","0.4%","64.8MB","0.1%"
"Aug 27, 2021 @ 03:52:32.175","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:52:32.175","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:52:32.175","firefox.exe","1.5%",240MB,"0%"
"Aug 27, 2021 @ 03:52:32.175","firefox.exe","1.4%",223MB,"0%"
"Aug 27, 2021 @ 03:52:22.176","mspaint.exe","0.5%","75.3MB","3.1%"
"Aug 27, 2021 @ 03:52:22.176","dwm.exe","1.4%","226.6MB","0.5%"
"Aug 27, 2021 @ 03:52:22.176","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 03:52:22.176","CefSharp.BrowserSubprocess.exe","0.6%","95.6MB","0.1%"
"Aug 27, 2021 @ 03:52:22.176","Razer Synapse Service Process.exe","0.3%","55.9MB","0.1%"
"Aug 27, 2021 @ 03:52:22.176","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:52:22.176","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:52:22.176","firefox.exe","1.5%",240MB,"0%"
"Aug 27, 2021 @ 03:52:22.176","firefox.exe","1.4%",223MB,"0%"
"Aug 27, 2021 @ 03:52:12.180","mspaint.exe","0.5%","74.8MB","2.6%"
"Aug 27, 2021 @ 03:52:12.180","dwm.exe","1.4%","226.4MB","0.4%"
"Aug 27, 2021 @ 03:52:12.180","svchost.exe","0.1%","8.8MB","0.3%"
"Aug 27, 2021 @ 03:52:12.180","CefSharp.BrowserSubprocess.exe","0.6%","95.6MB","0.1%"
"Aug 27, 2021 @ 03:52:12.180","metricbeat.exe","0.4%","64.8MB","0.1%"
"Aug 27, 2021 @ 03:52:12.180","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:52:12.180","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:52:12.180","firefox.exe","1.5%","240.1MB","0%"
"Aug 27, 2021 @ 03:52:12.180","firefox.exe","1.4%",223MB,"0%"
"Aug 27, 2021 @ 03:52:02.180","mspaint.exe","0.5%","74.6MB","1.5%"
"Aug 27, 2021 @ 03:52:02.180","sqlservr.exe","1.2%","194.5MB","0.4%"
"Aug 27, 2021 @ 03:52:02.180","dwm.exe","1.4%","226.4MB","0.3%"
"Aug 27, 2021 @ 03:52:02.180","firefox.exe","1.4%",223MB,"0.2%"
"Aug 27, 2021 @ 03:52:02.180","svchost.exe","0.1%","8.7MB","0.2%"
"Aug 27, 2021 @ 03:52:02.180","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:52:02.180","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:52:02.180","firefox.exe","1.5%","241.3MB","0%"
"Aug 27, 2021 @ 03:51:52.178","mspaint.exe","0.5%","73.7MB","2.6%"
"Aug 27, 2021 @ 03:51:52.178","sqlservr.exe","1.2%","194.4MB","0.8%"
"Aug 27, 2021 @ 03:51:52.178","dwm.exe","1.4%","226.2MB","0.3%"
"Aug 27, 2021 @ 03:51:52.178","svchost.exe","0.1%","8.7MB","0.2%"
"Aug 27, 2021 @ 03:51:52.178","metricbeat.exe","0.4%","64.1MB","0.1%"
"Aug 27, 2021 @ 03:51:52.178","firefox.exe","2.1%","347.6MB","0%"
"Aug 27, 2021 @ 03:51:52.178","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:51:52.178","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:51:52.178","firefox.exe","1.5%","241.2MB","0%"
"Aug 27, 2021 @ 03:51:42.174","mspaint.exe","0.5%","73.7MB","2.3%"
"Aug 27, 2021 @ 03:51:42.174","dwm.exe","1.4%","226.2MB","0.5%"
"Aug 27, 2021 @ 03:51:42.174","svchost.exe","0.1%","8.7MB","0.3%"
"Aug 27, 2021 @ 03:51:42.174","metricbeat.exe","0.4%","64.4MB","0.1%"
"Aug 27, 2021 @ 03:51:42.174","CefSharp.BrowserSubprocess.exe","0.6%","95.6MB","0.1%"
"Aug 27, 2021 @ 03:51:42.174","firefox.exe","2.1%","347.3MB","0%"
"Aug 27, 2021 @ 03:51:42.174","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:51:42.174","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:51:42.174","firefox.exe","1.5%",240MB,"0%"
"Aug 27, 2021 @ 03:51:32.175","mspaint.exe","0.5%","73.7MB","2.8%"
"Aug 27, 2021 @ 03:51:32.175","dwm.exe","1.4%","226.2MB","0.6%"
"Aug 27, 2021 @ 03:51:32.175","svchost.exe","0.1%","8.6MB","0.2%"
"Aug 27, 2021 @ 03:51:32.175","Razer Synapse Service Process.exe","0.3%","55.2MB","0.1%"
"Aug 27, 2021 @ 03:51:32.175","CefSharp.BrowserSubprocess.exe","0.6%","95.6MB","0.1%"
"Aug 27, 2021 @ 03:51:32.175","firefox.exe","2.1%","347.3MB","0%"
"Aug 27, 2021 @ 03:51:32.175","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:51:32.175","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:51:32.175","firefox.exe","1.5%",240MB,"0%"
"Aug 27, 2021 @ 03:51:22.175","mspaint.exe","0.4%","66.9MB","2.1%"
"Aug 27, 2021 @ 03:51:22.175","dwm.exe","1.4%","226.3MB","0.6%"
"Aug 27, 2021 @ 03:51:22.175","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 03:51:22.175","metricbeat.exe","0.4%","64.7MB","0.1%"
"Aug 27, 2021 @ 03:51:22.175","CefSharp.BrowserSubprocess.exe","0.6%","95.6MB","0.1%"
"Aug 27, 2021 @ 03:51:22.175","firefox.exe","2.1%","347.3MB","0%"
"Aug 27, 2021 @ 03:51:22.175","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:51:22.175","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:51:22.175","firefox.exe","1.5%","240.1MB","0%"
"Aug 27, 2021 @ 03:51:12.188","mspaint.exe","0.4%","62.1MB","1.8%"
"Aug 27, 2021 @ 03:51:12.188","dwm.exe","1.4%","226.1MB","0.4%"
"Aug 27, 2021 @ 03:51:12.188","svchost.exe","0.1%","8.7MB","0.2%"
"Aug 27, 2021 @ 03:51:12.188","CefSharp.BrowserSubprocess.exe","0.6%","95.5MB","0.1%"
"Aug 27, 2021 @ 03:51:12.188","metricbeat.exe","0.4%","64.6MB","0.1%"
"Aug 27, 2021 @ 03:51:12.188","firefox.exe","2.1%","347.3MB","0%"
"Aug 27, 2021 @ 03:51:12.188","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:51:12.188","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:51:12.188","firefox.exe","1.5%","240.5MB","0.1%"
"Aug 27, 2021 @ 03:51:02.174","mspaint.exe","0.4%","58.6MB","3%"
"Aug 27, 2021 @ 03:51:02.174","fontdrvhost.exe","0.1%","19.5MB","0.8%"
"Aug 27, 2021 @ 03:51:02.174","dwm.exe","1.4%","226.1MB","0.4%"
"Aug 27, 2021 @ 03:51:02.174","metricbeat.exe","0.4%","64.5MB","0.2%"
"Aug 27, 2021 @ 03:51:02.174","svchost.exe","0.1%","8.7MB","0.1%"
"Aug 27, 2021 @ 03:51:02.174","firefox.exe","2.1%","347.3MB","0.1%"
"Aug 27, 2021 @ 03:51:02.174","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:51:02.174","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:51:02.174","firefox.exe","1.5%","244.7MB","0%"
"Aug 27, 2021 @ 03:50:52.188","sqlservr.exe","1.2%","194.4MB","1.4%"
"Aug 27, 2021 @ 03:50:52.188","CefSharp.BrowserSubprocess.exe","0.6%","95.4MB","0.3%"
"Aug 27, 2021 @ 03:50:52.188","metricbeat.exe","0.4%","64.1MB","0.2%"
"Aug 27, 2021 @ 03:50:52.188","svchost.exe","0.1%","8.7MB","0.2%"
"Aug 27, 2021 @ 03:50:52.188","Razer Central.exe","0.8%","129.3MB","0.2%"
"Aug 27, 2021 @ 03:50:52.188","firefox.exe","2.6%",422MB,"0%"
"Aug 27, 2021 @ 03:50:52.188","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:50:52.188","texstudio.exe","1.7%","269.4MB","0%"
"Aug 27, 2021 @ 03:50:52.188","firefox.exe","1.5%",245MB,"0.1%"
"Aug 27, 2021 @ 03:50:52.188","dwm.exe","1.4%","226.1MB","0%"
"Aug 27, 2021 @ 03:50:42.180","CefSharp.BrowserSubprocess.exe","0.6%","95.4MB","0.4%"
"Aug 27, 2021 @ 03:50:42.180","svchost.exe","0.1%","8.7MB","0.3%"
"Aug 27, 2021 @ 03:50:42.180","metricbeat.exe","0.4%","63.9MB","0.2%"
"Aug 27, 2021 @ 03:50:42.180","mspaint.exe","0.2%","33.7MB","0.1%"
"Aug 27, 2021 @ 03:50:42.180","Razer Central.exe","0.8%","129.4MB","0.1%"
"Aug 27, 2021 @ 03:50:42.180","firefox.exe","2.6%","421.6MB","0%"
"Aug 27, 2021 @ 03:50:42.180","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:50:42.180","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:50:42.180","firefox.exe","1.5%",243MB,"0%"
"Aug 27, 2021 @ 03:50:42.180","dwm.exe","1.4%",226MB,"0%"
"Aug 27, 2021 @ 03:50:32.190","CefSharp.BrowserSubprocess.exe","0.6%","95.3MB","0.4%"
"Aug 27, 2021 @ 03:50:32.190","metricbeat.exe","0.4%","64.8MB","0.2%"
"Aug 27, 2021 @ 03:50:32.190","svchost.exe","0.1%","8.7MB","0.2%"
"Aug 27, 2021 @ 03:50:32.190","mspaint.exe","0.2%","33.7MB","0.2%"
"Aug 27, 2021 @ 03:50:32.190","Razer Central.exe","0.8%","129.3MB","0.2%"
"Aug 27, 2021 @ 03:50:32.190","firefox.exe","2.6%","421.6MB","0%"
"Aug 27, 2021 @ 03:50:32.190","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:50:32.190","texstudio.exe","1.7%","269.5MB","0%"
"Aug 27, 2021 @ 03:50:32.190","firefox.exe","1.5%","243.5MB","0%"
"Aug 27, 2021 @ 03:50:32.190","dwm.exe","1.4%",226MB,"0%"
"Aug 27, 2021 @ 03:50:22.175","metricbeat.exe","0.4%","64.8MB","0.4%"
"Aug 27, 2021 @ 03:50:22.175","CefSharp.BrowserSubprocess.exe","0.6%","95.3MB","0.3%"
"Aug 27, 2021 @ 03:50:22.175","Razer Central.exe","0.8%","129.3MB","0.2%"
"Aug 27, 2021 @ 03:50:22.175","svchost.exe","0.1%","8.7MB","0.2%"
"Aug 27, 2021 @ 03:50:22.175","mspaint.exe","0.2%","33.7MB","0.1%"
"Aug 27, 2021 @ 03:50:22.175","firefox.exe","2.6%","421.6MB","0%"
"Aug 27, 2021 @ 03:50:22.175","SearchApp.exe","1.7%","273.9MB","0%"
"Aug 27, 2021 @ 03:50:22.175","texstudio.exe","1.7%","269.6MB","0%"
